Unnamed_1,Melodi,Melodi_link,Komponist,Komponist_link,Levde_når,Levde_når_link,Lyrikk,Lyrikk_link,Levde_når_2,Levde_når_2_link,Når_komponert,Når_komponert_link,Diverse,Diverse_link,Diverse_2,Diverse_2_link,Dublett_,Forlag,Forlag_link,Nr_,Unnamed_13
,Katja,https://musescore.com/user/26911315/scores/7035863,"Ofstad, Kolbjørn",,1917 - 1996,,John Elin,,,,,,,,,,,Harald Henschien,,,
,Skjønn er Hawaii,https://musescore.com/user/26911315/scores/7401167,"Ofstad, Kolbjørn",,1917 - 1996,,John Elin,,,,1942,,,,,,,,,,
,Kom ombord här på arken till oss,https://musescore.com/user/26911315/scores/7391885,"Olrog, Ulf Peder",https://en.wikipedia.org/wiki/Ulf_Peder_Olrog,1919 - 1972,,"Olrog, Ulf Peder",https://en.wikipedia.org/wiki/Ulf_Peder_Olrog,1919 - 1972,,1947,,1ste premie schlagerkonkuransen,,,,,,,,
,Så seile vi på Mjøsa,https://musescore.com/user/26911315/scores/23316283,"Olrog, Ulf Peder",https://en.wikipedia.org/wiki/Ulf_Peder_Olrog,1919 - 1972,,"Prøysen, Alf",https://no.wikipedia.org/wiki/Alf_Prøysen,1914 - 1970,,1945,,,,,,,Musikk-huset,,2002,
,Vær hos mig,https://musescore.com/user/26911315/scores/7708031,"Olsen, Bernt",,,,Frithjof Granli,https://lokalhistoriewiki.no/wiki/Frithjof_Granli,1905 - 1965,,1945,,,,,,,,,,
,För det gjorde Mamma när Mamma var flicka,https://musescore.com/user/26911315/scores/7702145,"Olson, Elis (Elis Ellis)",https://sv.wikipedia.org/wiki/Elis_Ellis,1879 - 1956,,"Olson, Elis (Elis Ellis)",https://sv.wikipedia.org/wiki/Elis_Ellis,1879 - 1956,,1907,,Omtale,https://sv.wikipedia.org/wiki/Gärdebylåten,,,,,,,
,Gärdebylåten,https://musescore.com/user/26911315/scores/7972655,"Olsson, Hjort Anders",https://sv.wikipedia.org/wiki/Hjort_Anders_Olsson,1865 - 1952,,,,,,1950,,,,,,,Musikk-huset A/S,,354,
,På lördagsball,https://musescore.com/user/26911315/scores/7081241,"Olsson, Valter",,1894 - 1951,,,,,,1934,,,,,,,,,,
,Jeg vet om en pike med øyne blå,https://musescore.com/user/26911315/scores/7033045,"Opsahl-Andersen,R.",,,,"Torleif Larssen (""Tola"")",,1899 - 1967,https://www.nb.no/items/c4f6d78cfc0129ada986940485ae433a?page=11&searchText=%22Torleif%20Larssen%22,,,,,,,,Bartnes forlag,,8,
,Mitt hjertes dronning,https://musescore.com/user/26911315/scores/11696437,"Orvan, Leif Gunnar",https://no.wikipedia.org/wiki/Leif_G._Orvan,1900 - 1956,,"Rosenlind, Olaf",,1908 - 1990,,1935,,Omtale,https://no.wikipedia.org/wiki/Nidelven_stille_og_vakker_du_er,,,,Musikk-Centrum,,,
,Nidelven,https://musescore.com/user/26911315/scores/7045247,Oscar Hoddø & Christian Christensen,,,,Oscar Hoddø & Christian Christensen,,,,1940,,,,,,,Ernst Rolf,,46,
,Curling,https://musescore.com/user/26911315/scores/7440296,"Paban, Frei",,,,,,,,1916,,,,,,,,,,
,Gaasunger,https://musescore.com/user/26911315/scores/5960374,"Pande,Ingrid",,1893 - 1962,,Rolf Pande,,1882 - 1945,,1915,,Bardomshjemmet,,,,2,,,,
,Fjorden der hjemme,https://musescore.com/user/26911315/scores/8622965,Paul Dresser,https://en.wikipedia.org/wiki/Paul_Dresser,1857 - 1906,,Magnus Brostrup Landstad,https://no.wikipedia.org/wiki/Magnus_Brostrup_Landstad_(1876-1956),1876 - 1956,,1897,,,,,,,,,,
,Hør lille pike,https://musescore.com/user/26911315/scores/7078378,"Paul, Alf",https://www.nb.no/search?q=%22Paul%20Venjar%22&mediatype=bøker&title=Paul%20Venjar,1914 - 1993,https://www.digitalarkivet.no/view/15/pa00000000293293,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1941,,,,,,,Norske Noter,,1,
,Gråt ikke jenta mi,https://musescore.com/user/26911315/scores/7487168,"Peaters, Alf",,1901 - 1951,,Carl Kaas,,,,1929,,,,,,,Kjell Koren,,37,
x,On the shore of Hawaii,https://musescore.com/user/26911315/scores/7045394,"Peaters, Alf",,1901 - 1951,,,,,,<1924,,,,,,,Ernst Rolfs Musikforlag,,333,
,När ljusen släcktes,https://musescore.com/user/26911315/scores/7045345,"Peaters, Alf",,1901 - 1951,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1924,,,,,,,Ernst Rolfs Musikförlag,,408,
,En för alla och alla för en,https://musescore.com/user/26911315/scores/7604729,"Peaters, Alf",,1901 - 1951,,"Carlberg, Berndt (Berco)",https://sv.wikipedia.org/wiki/Berndt_Carlberg,1892 - 1976,,1924,,"Opus 219, Reklame for Mowinckles margarinfabrik",,,,4,,,,
,Bare sol,https://musescore.com/user/26911315/scores/7108110,"Peaters, Alf",,1901 - 1951,,Cato Blom,https://www.nb.no/items/bd8d882e15a246d1fc827d6eee9bc204?page=161&searchText=%22Cato%20blom%22,1895 - 1949,,1930,,,,,,,,,,
,China Town,https://musescore.com/user/26911315/scores/7005701,"Peaters, Alf",,1901 - 1951,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1925,,Alf Peaters egen håndskrevne note,,,,,,,,
,Evig ungdom,https://musescore.com/user/26911315/scores/8208665,"Peaters, Alf",,1901 - 1951,,?,,,,1930,,,,,,,,,,
,Gullebarn,https://musescore.com/user/26911315/scores/7961147,"Peaters, Alf",,1901 - 1951,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1929,,,,,,,,,,
,På Hankø,https://musescore.com/user/26911315/scores/7059137,"Peaters, Alf",,1901 - 1951,,Carl Kaas,,,,,,A-magasinet 9. mars 1935,,,,,,,,
,Sangen om dig,,"Peaters, Alf",,1901 - 1951,,Alf Røed,,1894 - 1969,,1935,,,,,,,,,,
,Ta mig i din favn og dans,https://musescore.com/user/26911315/scores/22382032,"Peaters, Alf",,1901 - 1951,,"Kaas, Carl",,,,1928,,,,,,,Norsk Musikforlag,,6335,
,Vi vil seile livet sammen,https://musescore.com/user/26911315/scores/7491818,"Peaters, Alf",,1901 - 1951,,Carl Kaas,,,,1929,,,,,,,,,,
,Zo Zo,https://musescore.com/user/26911315/scores/7798535,"Peaters, Alf",,1901 - 1951,,,,,,1921,,,,,,,,,,
,My little Sweetheart,https://musescore.com/user/26911315/scores/7539965,"Pedersen, Albert Edvin",,1906 - 1965(?),,Per Kvist,https://no.wikipedia.org/wiki/Per_Kvist,1890 - 1947,,1929,,( f. Harriet Weidemann Strøm),,,,,,,,
,En vårmelodi,https://musescore.com/user/26911315/scores/7015033,"Pedersen, Bernhard",,,,Harriet Weidemann Ørn,https://www.nb.no/items/ba53f587472457dfe89a2e00e9663c05?page=1&searchText=%22Harriet%20Weidemann%20Ørn%22,1886 - 1954,,,,,,,,,,,,
,Ballangrud,https://musescore.com/user/26911315/scores/7024283,"Pedersen, Kaare Ingemann (Viksveen) ",,1905 - 1956,,Einar Fagstad,https://no.wikipedia.org/wiki/Einar_Fagstad,1899 - 1961,,1929,,,,,,,,,,
x,I det gamle kvarter,https://musescore.com/user/26911315/scores/7025934,"Pedersen, Kaare Ingemann (Viksveen) ",,1905 - 1956,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1941,,,,,,,,,,
,I morgenrødens skjær,https://musescore.com/user/26911315/scores/7026063,"Pedersen, Kaare Ingemann (Viksveen) ",,1905 - 1956,,Jens Book Jenssen,https://no.wikipedia.org/wiki/Jens_Book-Jenssen,1910 - 1999,,1937,,2den premie Rytmes Slagerkonkurranse 1942,,,,,Harald Henschien,,,
,Kjærlighetsstien,https://musescore.com/user/26911315/scores/7836020,"Pedersen, Kaare Ingemann (Viksveen) ",,1905 - 1956,,Arne Paasche Aasen,https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,1942,,,,,,,Norsk Musikforlag,,7215,
,Skib O'Hoi valsen,https://musescore.com/user/26911315/scores/22336882,"Pedersen, Kaare Ingemann (Viksveen) ",,1905 - 1956,,"Fredhöi, Fred A.",https://no.wikipedia.org/wiki/Fred_A._Fredh%C3%B8i,1890 - 1979,,1932,,,,,,,Fredhöis Forlag,,,
,Svundne netter,https://musescore.com/user/26911315/scores/7089989,"Pedersen, Kaare Ingemann (Viksveen) ",,1905 - 1956,,Einar Fagstad,https://no.wikipedia.org/wiki/Einar_Fagstad,1899 - 1961,,1938,,Tilbud fra Norsk Schlager Forlag,https://www.nb.no/items/546496f74f3a7376a42226416535d26e?page=9&searchText=%22Syng%20denne%20melodien%22,,,,,,,
,Syng denne melodien,https://musescore.com/user/26911315/scores/7235805,"Pedersen, Kaare Ingemann (Viksveen) ",,1905 - 1956,,Jens Book Jenssen,https://no.wikipedia.org/wiki/Jens_Book-Jenssen,1910 - 1999,,1944?,,,,,,,Ernst Rolf,,261,
,Som'rens melodi er som poesi,,Per Reidarson,https://no.wikipedia.org/wiki/Per_Reidarson,1879 - 1954,,Mogens Dam,http://denstoredanske.dk/Kunst_og_kultur/Teater/Revy/Mogens_Dam,1897 - 1979,,1922,,Mangler et noteark.,,,,,Germania forlag,,2,
,Kalfatrus,https://musescore.com/user/26911315/scores/7648265,"Petersen, Alf (Alf Peaters)",,1901 - 1951,,,,,,194?,,,,,,,Kjell Koren,,12,
,Lille Doll,https://musescore.com/user/26911315/scores/7536149,"Petersen, Alf (Alf Peaters)",,1901 - 1951,,Einar J.,,,,1920,,,,,,,Eget forlag,,,
,Valsen til mor,https://musescore.com/user/26911315/scores/7438619,"Petersen, Emil",,1901 - 1989,https://www.nb.no/items/77d42fe9e83d4e90abdf77e30000a45e?page=1&searchText=%22direktør%20Emil%20Petersen%22,"Petersen, Emil",,1901 - 1989,https://www.nb.no/items/77d42fe9e83d4e90abdf77e30000a45e?page=1&searchText=%22direktør%20Emil%20Petersen%22,1947,,,,,,,,,,
x,En liten pige i lave sko,https://musescore.com/user/26911315/scores/7015002,"Pheiffer, Knud",https://da.wikipedia.org/wiki/Knud_Pheiffer,1909 - 1961,,"Pheiffer, Knud",https://da.wikipedia.org/wiki/Knud_Pheiffer,1909 - 1961,,1953,,,,,,,Norsk Notestik og Forlag,,240,
,Lille Johanne,,Pierre Bussé,,,,Per Kvist,https://no.wikipedia.org/wiki/Per_Kvist,1890 - 1947,,,,Norsk tekst Arne Bendiksen,,,,,Carl M. Iversen,,,
,True Love,https://musescore.com/user/26911315/scores/17028394,"Porter, Cole",https://en.wikipedia.org/wiki/Cole_Porter,1891 - 1964,,"Porter, Cole",https://en.wikipedia.org/wiki/Cole_Porter,1891 - 1964,,1955,,,,,,,Edition Hermani,,190,
,Lille Solgull,https://musescore.com/user/26911315/scores/7044871,"Påhlman, Otto",https://www.nb.no/items/a9d970d80304aefb8f46fffd76866fdc?page=15&searchText=%22Otto%20Påhlman%22,1919 - 2003,,"Påhlman, Otto",https://www.nb.no/items/a9d970d80304aefb8f46fffd76866fdc?page=15&searchText=%22Otto%20Påhlman%22,1919 - 2003,,1945,https://www.nb.no/items/78a57aaa1f2f0caa6f42d27bb1b96f89?page=25&searchText=Solgull,A-magasinet september,,,,,,,,
,Valse Noble,,"Qvigstad, Elisabeth",,1902 - 1909,,,,,,1934,,2. premie Norsk Musikforlag og A-magasinets sommerkonkurranse,,,,,Norsk Musikforlag,,6931,
,Det dufter av jasminer,https://musescore.com/user/26911315/scores/7077300,"Ramsøy, Leif",,1914 - 1999,,Herbert Herding-Herberth,https://lokalhistoriewiki.no/wiki/Herbert_Herding-Herberth,1904 - 1958,,1936,,,,,,,Oscar Skau,,225,
,Julesang,https://musescore.com/user/26911315/scores/7381736,"Rian, Christian",,1886 - 1977,,Fredrik von der Lippe,,1904 - 1976,,1945,,,,,,,"Hoffmanns Musikhandel, Trondhjem",,3,
,For første gang,https://musescore.com/user/26911315/scores/7642451,"Rian, Christian (Chr. Molière)",,1886 - 1977,,Magnus Brostrup Landstad,https://no.wikipedia.org/wiki/Magnus_Brostrup_Landstad_(1876-1956),1876 - 1956,,1918,https://www.nb.no/items/eecc42d1c390cc199585feb806e19a4a?page=5&searchText=%22Moliere%22%20%20%22For%20første%20gang%22,,,,,,Haakonsens musikhandel,,3,
x,Naughty Girl,https://musescore.com/user/26911315/scores/7045227,"Rian, Christian (Chr. Molière)",,1886 - 1977,,,,,,1918,,,,,,,,,,
,Jeg er pen i klær'ne,https://musescore.com/user/26911315/scores/25243528,Ricardo,,,,Ricardo,,,,192x,,Reklame for Wilhelm Kahrs i Bergen,,,,,Ernst Rolf,,426,
,En sang fra Mexico,https://musescore.com/user/26911315/scores/7015025,Ricardo Lamarr (Phil Guide?),,,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1944,,,,,,,,,,
,Seminola,https://musescore.com/user/26911315/scores/13513591,"Robert King
Harry Warren",,"1862 - 1932
1893 - 1981",,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1925,,,,,,,Ernst Rolf,,247,
,Følg mig tilbake,https://musescore.com/user/26911315/scores/7015110,Rolf Chr. Bye,,,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1945,,,,,,,Ernst Rolfs Musikforlag,,1793,
,I en söt liten stuga,https://musescore.com/user/26911315/scores/7588493,"Rolf, Ernst",https://no.wikipedia.org/wiki/Ernst_Rolf,1891 - 1932,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1921,,,,,,,Ernst Rolfs Musikforlag,,23,
,Nya Norrlandsvalsen,https://musescore.com/user/26911315/scores/7045334,"Rolf, Ernst",https://no.wikipedia.org/wiki/Ernst_Rolf,1891 - 1932,,Ernst Rolf,https://no.wikipedia.org/wiki/Ernst_Rolf,1891 - 1932,,1929,,,,,,,Svenska Noter,,122,
,Sjömanskärlek,https://musescore.com/user/26911315/scores/17275150,"Rolf, Ernst",https://no.wikipedia.org/wiki/Ernst_Rolf,1891 - 1932,,"Åkerblom, Ragnar",,1877 - 1932,,ca 1916,,,,,,,,,,
,Min blå lagun,https://musescore.com/user/26911315/scores/7244883,"Rolland, Ernest",,,,"Sandberg, Sven-Olof",https://no.wikipedia.org/wiki/Sven-Olof_Sandberg,1905 - 1974,,1930,,,,,,,,,,
,Hils alle guttene derute,https://musescore.com/user/26911315/scores/7017550/s/IU3i31,"Roundquist, Helge",https://sv.wikipedia.org/wiki/Helge_Roundquist,1907 - 1983,,Dorian Red (Arne Paasche Aasen),https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,,,,,,,,,,,
,Et lite streif av sol ,https://musescore.com/user/26911315/scores/7015038,"Rudolf, J.",,,,Bjørn Carlsen,,,,,,,,,,2,,,,
,Ved min barndoms grind,https://musescore.com/user/26911315/scores/7097836,"Rudolf, J.",,,,R. T.,,,,,,,,,,,,,,
,Vintermåne,https://musescore.com/user/26911315/scores/7101598,"Rudolf, J.",,,,Bjørn Carlsen,,,,1935?,,Fra filmen med samme navn,,,,,,,,
x,Piken i dalen,https://musescore.com/user/26911315/scores/7050941,Rune Edwin,https://sv.wikipedia.org/wiki/Gnesta-Kalle,1927 - 2010,,Stig Lange,,,,1929,,,,,,,Carl M. Iversen,,1001,
,Sol över Klara,https://musescore.com/user/26911315/scores/7083882,"Runö, Sven",http://www.svenskfilmdatabas.se/sv/Item/?type=person&itemid=60766,1901 - 1960,,Nils-Georg (Georg Eliasson),https://sv.wikipedia.org/wiki/Georg_Eliasson,1905 - 1973,,,,,,,,,Ernst Rolf,,264,
,Når bålene flammer,https://musescore.com/user/26911315/scores/11559478,"Ryan, Magne",,1910 - 2001,,,,,,1937,,,,,,,Nils Georgs Musikførlag,,507,
,Haremsprinsessan,https://musescore.com/user/26911315/scores/7622534,"Rygaard, Georg",https://www.gravsted.dk/person.php?navn=georgrygaard,1894 - 1921,,Claus Frimann Clasen (Lyktemannen),https://no.wikipedia.org/wiki/Claus_Frimann_Clasen,1894 - 1970,,1920,,,,,,,Musikk-huset,,1677,
,To smaa fugler,https://musescore.com/user/26911315/scores/7097461,"Røtter, Henry",https://www.digitalarkivet.no/search/persons/advanced?from=&to=&firstname=Henry&lastname=Røtter&birth_year_from=&birth_year_to=&birth_date=&birth_place=&domicile=&position=&event_year_from=&event_year_to=&event_date=&related_first_name=&related_last_name=,1908 - 1989,,David Hagbart Bjerke Davidsen,https://www.digitalarkivet.no/search/persons/advanced?from=&to=&firstname=David+Bjerke&lastname=Davidsen&birth_year_from=&birth_year_to=&birth_date=&birth_place=&domicile=&position=&event_year_from=&event_year_to=&event_date=&related_first_name=&related_l,1901 - 1979,,1929,,Svensk tekst/utgivelse,,,,,,,,
,Den vakre visa,https://musescore.com/user/26911315/scores/7116834,"Sandbeck,Vidar",https://no.wikipedia.org/wiki/Vidar_Sandbeck,1918 - 2005,,"Sandbeck,Vidar",https://no.wikipedia.org/wiki/Vidar_Sandbeck,1918 - 2005,,1959,,,,,,,,,,
,Pengegaloppen,https://musescore.com/user/26911315/scores/7705247,"Sandbeck,Vidar",https://no.wikipedia.org/wiki/Vidar_Sandbeck,1918 - 2005,,Olrog-Norlèn,,1918 - 2005,,1959,,"Norsk tekst T. Larssen (""Tola"")",,,,,Norks Musikforlag,,6944,
,Der det suser i millange skogen,https://musescore.com/user/26911315/scores/22290205,"Sandberg, Gunnel",https://sv.wikipedia.org/wiki/Gunnel_Sandberg,1909 - 1951,,"Sandberg, Sven-Olof",https://no.wikipedia.org/wiki/Sven-Olof_Sandberg,1905 - 1974,,1936,,,,,,,,,,
,Gjennom skogenes mektige sus,https://musescore.com/user/26911315/scores/7015126,"Sandberg, Gunnel",https://sv.wikipedia.org/wiki/Gunnel_Sandberg,1909 - 1951,,"Holm, Gunnar",,,,,,,,,,,,,,
,Alle vakre jenters hambo,https://musescore.com/user/26911315/scores/6997730,"Saus, Anders",https://no.wikipedia.org/wiki/Anders_Saus,1919 - 2003,,Anders Saus,https://no.wikipedia.org/wiki/Anders_Saus,1919 - 2003,,1955,,3. premie Rytmes Schlagerkonkurranse 1942,,,,,Norsk Musikforlag,,6933,
,Skjønne Sorina,https://musescore.com/user/26911315/scores/7107581,"Scharff, Jakob",https://www.snublestein.no/Jacob-Scharff/p=232/,1908 - 1942,,Arne Paasche Aasen,https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,1942,,,,,,,Carl M. Iversen,,361,
,Walter Andreas,https://musescore.com/user/26911315/scores/21835825,"Schau, Just",https://de.wikipedia.org/wiki/Just_Scheu,1903 - 1956,,Herbert Herding-Herberth,https://lokalhistoriewiki.no/wiki/Herbert_Herding-Herberth,1904 - 1958,,1936,,Omtale,https://no.wikipedia.org/wiki/Midnattsolens_land,,,,,,,
x,Midnattsolens land,https://musescore.com/user/26911315/scores/11744116,"Schikora, Willy",,1923 - 2004,,"Schikora, Willy",,1923 - 2004,,1955,,2den premie slagerkonkurransen 1931,https://www.nb.no/items/490e85e870a1e1b53879cbf035a49b3d?page=1&searchText=%22Julius%20Abrahamsen%22,,,,,,,
,La oss leve livet,https://musescore.com/user/26911315/scores/7435535,"Schjørn, Christian",https://www.nb.no/items/9eea7d9e7b33c24a3dd69bb4782a6331?page=18&searchText=%22kikkan%20schjørn%22,1911 - 1971,,Per Kvist,https://no.wikipedia.org/wiki/Per_Kvist,1890 - 1947,,1931,,,,,,,Norsk Musikforlag,,4276,
,Oslofjord,https://musescore.com/user/26911315/scores/7045403,"Schjørn, Christian",https://www.nb.no/items/9eea7d9e7b33c24a3dd69bb4782a6331?page=18&searchText=%22kikkan%20schjørn%22,1911 - 1971,,Christian Schjørn,https://www.nb.no/items/9eea7d9e7b33c24a3dd69bb4782a6331?page=18&searchText=%22kikkan%20schjørn%22,1911 - 1971,,,,"Fra filmen ""Det ække til å tru"" - 1942",https://no.wikipedia.org/wiki/Det_æ’kke_te_å_tru,,,,Musik-huset,,345,
,Vær glad for det lille du har,https://musescore.com/user/26911315/scores/7707866,"Schjørn, Christian
Mackenzie, Laurie",https://www.nb.no/items/825b8023b8e7192576d49e3969a3c30d?page=0&searchText=%22Christian%20schjørn%22%20mackenzie,"1911 - 1971
1902 - 1962",,Arild Feldborg,https://no.wikipedia.org/wiki/Arild_Feldborg,1912 - 1987,,1942,,Ref. Bergens Tidende 25. mai 1943,,,,,,,,
,Med musikk og humør,https://musescore.com/user/26911315/scores/7045040,"Selmer, Arol",https://www.ancestry.com/genealogy/records/arol-selmer-24-bpz0jt,1913 - 1990,,Gunnar Holm,,,,1943,,,,,,,,,,
,Santa Rosa,https://musescore.com/user/26911315/scores/7080482,"Selmer, Arol",https://www.ancestry.com/genealogy/records/arol-selmer-24-bpz0jt,1913 - 1990,,Gunnar Holm,,,,,,,,,,,Norsk Musikforlag,,6432,
,Lugn vilar sjön,https://musescore.com/user/26911315/scores/9790000,"Shapiro, Ted",https://en.wikipedia.org/wiki/Ted_Shapiro,1899 - 1980,,Karl-Gerhard,,1891 - 1964,,1930,,,,,,,"Mørks Musikforlag, Kjøbenhavn",,2012,
,Når syrenene blomstrer,https://musescore.com/user/26911315/scores/16319680,"Shilkret, Nathaniel",https://en.wikipedia.org/wiki/Nathaniel_Shilkret,1889  - 1982,,"Birknes, Tønnes",https://no.wikipedia.org/wiki/T%C3%B8nnes_Birknes,1871 - 1956,,1928,,,,,,,Norsk Musikforlag,,7233,
,Hele ugen alene,https://musescore.com/user/26911315/scores/16362229,"Schuman, Earl
Schuman,Alden
Brown Marshall",,,,"Linz, Børge",,,,1953,,,,,,,Musikkhuset,,318,
,Mitt hjerte forblir her i Norge,https://musescore.com/user/26911315/scores/7045140,"Siem, Kåre",https://no.wikipedia.org/wiki/Kåre_Siem,1914 - 1986,,Herbert Herding-Herberth,https://lokalhistoriewiki.no/wiki/Herbert_Herding-Herberth,1904 - 1958,,1940,,,,,,,Musikkhuset,,343,
,Det går en sang,https://musescore.com/user/26911315/scores/7012012,"Siem, Kåre",https://no.wikipedia.org/wiki/Kåre_Siem,1914 - 1986,,Herbert Herding-Herberth,https://lokalhistoriewiki.no/wiki/Herbert_Herding-Herberth,1904 - 1958,,1941,,,,,,,"Norsk Notesik & Forlag, Oslo.",,,
,Det kommer en dag,https://musescore.com/user/26911315/scores/11714626,"Siem, Kåre",https://no.wikipedia.org/wiki/Kåre_Siem,1914 - 1986,,?,,,,1943,,,,,,,Carl M. Iversen,,179,
,Wallys Fox,https://musescore.com/user/26911315/scores/17267818,"Skaugen, Åse",,,,Carl Frode,,,,,,,,,,3,,,,
,De skogkledte fjell,https://musescore.com/user/26911315/scores/7106650,"Skilbred, Henry",https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,Henry Skilbred,https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,1943,,,,,,3,A/S Musikk's Forlag Haugesund,,,
,Avskjedstoner,https://musescore.com/user/26911315/scores/6998517,"Skilbred, Henry",https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,Henry Skilbred,https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,1934,,Omtale,https://no.wikipedia.org/wiki/Vi_vil_eie_dette_landet,,,,Eget forlag,,,
,Sigøynerfiolinen,https://musescore.com/user/26911315/scores/7081817,"Skilbred, Henry",https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,Henry Skilbred,https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,1943,,,,,,,,,,
,Vi vil eie dette landet,https://musescore.com/user/26911315/scores/17905600,"Skilbred, Henry",https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,Henry Skilbred,https://no.wikipedia.org/wiki/Henry_Skilbred,1905 - 1988,,1945,,,,,,,,,,
,"Du, skal vi ikke blende månen",https://musescore.com/user/26911315/scores/7012983,"Solberg, Carl",,,,"Torleif Larssen (""Tola"")",,1899 - 1967,https://www.nb.no/items/c4f6d78cfc0129ada986940485ae433a?page=11&searchText=%22Torleif%20Larssen%22,,,,,,,,,,,
,Jeg har en liten jeep,https://musescore.com/user/26911315/scores/7029991,"Solberg, Carl",,,,"Torleif Larssen (""Tola"")",,1899 - 1967,https://www.nb.no/items/c4f6d78cfc0129ada986940485ae433a?page=11&searchText=%22Torleif%20Larssen%22,1945,,,,,,,,,,
x,Carissima,https://musescore.com/user/26911315/scores/7401779,"Spiazzi, Umberto",,1886 - 1975,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1927,,,,,,,,,,
